lon,lat,rate
175.8500,-40.5500,0.0013705503
175.8500,-40.4500,0.0011505608
175.8500,-40.3500,0.0009000610
175.8500,-40.2500,0.0006603958
175.8500,-40.1500,0.0004422412
175.8500,-40.0500,0.0002788065
175.8500,-39.9500,0.0001748653
175.8500,-39.8500,0.0001022989
175.8500,-39.7500,0.0000427505
175.8500,-39.6500,0.0000101822
175.8500,-39.5500,0.0000006696
175.8500,-39.4500,0.0000006696
175.8500,-39.3500,0.0000006696
175.8500,-39.2500,0.0000006696
175.8500,-39.1500,0.0000006696
175.9500,-41.8500,0.0013779359
175.9500,-41.7500,0.0015217347
175.9500,-41.6500,0.0016717159
175.9500,-41.5500,0.0017066766
175.9500,-41.4500,0.0016752743
175.9500,-41.3500,0.0016269121
175.9500,-41.2500,0.0015828844
175.9500,-41.1500,0.0015535283
175.9500,-41.0500,0.0015356251
175.9500,-40.9500,0.0015408420
175.9500,-40.8500,0.0015748861
175.9500,-40.7500,0.0016022726
175.9500,-40.6500,0.0015750285
175.9500,-40.5500,0.0014587949
175.9500,-40.4500,0.0012716611
175.9500,-40.3500,0.0010296070
175.9500,-40.2500,0.0007726226
175.9500,-40.1500,0.0005252702
175.9500,-40.0500,0.0003720206
175.9500,-39.9500,0.0002820858
175.9500,-39.8500,0.0002113946
175.9500,-39.7500,0.0001517039
175.9500,-39.6500,0.0000923171
175.9500,-39.5500,0.0000157068
175.9500,-39.4500,0.0000006696
175.9500,-39.3500,0.0000006696
175.9500,-39.2500,0.0000006696
175.9500,-39.1500,0.0000006696
176.0500,-41.7500,0.0015959744
176.0500,-41.6500,0.0017005266
176.0500,-41.5500,0.0017294884
176.0500,-41.4500,0.0016957093
176.0500,-41.3500,0.0016512431
176.0500,-41.2500,0.0016285705
176.0500,-41.1500,0.0016083526
176.0500,-41.0500,0.0015958972
176.0500,-40.9500,0.0015986223
176.0500,-40.8500,0.0016132721
176.0500,-40.7500,0.0016267193
176.0500,-40.6500,0.0016120544
176.0500,-40.5500,0.0015442624
176.0500,-40.4500,0.0014053988
176.0500,-40.3500,0.0011544931
176.0500,-40.2500,0.0008951277
176.0500,-40.1500,0.0006631382
176.0500,-40.0500,0.0005027760
176.0500,-39.9500,0.0004069624
176.0500,-39.8500,0.0003422296
176.0500,-39.7500,0.0002883616
176.0500,-39.6500,0.0002260376
176.0500,-39.5500,0.0001407352
176.0500,-39.4500,0.0000628104
176.0500,-39.3500,0.0000006696
176.0500,-39.2500,0.0000006696
176.0500,-39.1500,0.0000006696
176.0500,-39.0500,0.0000006696
176.1500,-41.7500,0.0016472406
176.1500,-41.6500,0.0017218424
176.1500,-41.5500,0.0017515558
176.1500,-41.4500,0.0017325451
176.1500,-41.3500,0.0016973930
176.1500,-41.2500,0.0016851936
176.1500,-41.1500,0.0016643182
176.1500,-41.0500,0.0016474831
176.1500,-40.9500,0.0016433653
176.1500,-40.8500,0.0016432004
176.1500,-40.7500,0.0016518007
176.1500,-40.6500,0.0016540071
176.1500,-40.5500,0.0016029377
176.1500,-40.4500,0.0014721825
176.1500,-40.3500,0.0012431845
176.1500,-40.2500,0.0009993838
176.1500,-40.1500,0.0007840603
176.1500,-40.0500,0.0006239044
176.1500,-39.9500,0.0005254404
176.1500,-39.8500,0.0004727177
176.1500,-39.7500,0.0004396794
176.1500,-39.6500,0.0003982973
176.1500,-39.5500,0.0003068857
176.1500,-39.4500,0.0001898974
176.1500,-39.3500,0.0000770947
176.1500,-39.2500,0.0000006696
176.1500,-39.1500,0.0000006696
176.1500,-39.0500,0.0000006696
176.1500,-38.9500,0.0000006696
176.2500,-41.6500,0.0017594786
176.2500,-41.5500,0.0017973859
176.2500,-41.4500,0.0018000291
176.2500,-41.3500,0.0017811870
176.2500,-41.2500,0.0017576751
176.2500,-41.1500,0.0017274929
176.2500,-41.0500,0.0016975153
176.2500,-40.9500,0.0016786230
176.2500,-40.8500,0.0016753563
176.2500,-40.7500,0.0016903389
176.2500,-40.6500,0.0017001126
176.2500,-40.5500,0.0016471862
176.2500,-40.4500,0.0015017201
176.2500,-40.3500,0.0012926860
176.2500,-40.2500,0.0010667805
176.2500,-40.1500,0.0008614234
176.2500,-40.0500,0.0007024500
176.2500,-39.9500,0.0006098550
176.2500,-39.8500,0.0005778562
176.2500,-39.7500,0.0005761246
176.2500,-39.6500,0.0005839082
176.2500,-39.5500,0.0004652198
176.2500,-39.4500,0.0003148915
176.2500,-39.3500,0.0001804449
176.2500,-39.2500,0.0000766457
176.2500,-39.1500,0.0000122060
176.2500,-39.0500,0.0000006696
176.2500,-38.9500,0.0000006696
176.2500,-38.8500,0.0000006696
176.3500,-41.5500,0.0018546931
176.3500,-41.4500,0.0018729631
176.3500,-41.3500,0.0018572395
176.3500,-41.2500,0.0018304659
176.3500,-41.1500,0.0017882821
176.3500,-41.0500,0.0017361550
176.3500,-40.9500,0.0016932937
